ID,Average_Grade,Total_Failures,Total_Courses,Avg_Practical,Avg_Theoretical,Failure_Rate,Absence_Count,Cluster
3077,58.08695652173913,0,23,20.608695652173914,37.47826086956522,0.0,0.0,3
3078,45.645161290322584,9,31,12.903225806451612,32.74193548387097,29.03225806451613,5.0,2
3079,68.03333333333333,0,30,18.433333333333334,49.6,0.0,0.0,3
3081,74.33333333333333,0,9,24.333333333333332,50.0,0.0,0.0,3
3082,76.22222222222223,0,9,22.77777777777778,53.44444444444444,0.0,0.0,3
3084,56.94285714285714,3,35,18.485714285714284,38.457142857142856,8.571428571428571,3.0,3
3085,59.05555555555556,1,18,19.444444444444443,39.611111111111114,5.555555555555555,1.0,3
3086,58.673469387755105,5,49,18.122448979591837,40.55102040816327,10.204081632653061,3.0,3
3087,50.65151515151515,6,66,13.969696969696969,36.68181818181818,9.090909090909092,6.0,2
3088,71.8125,1,16,19.5,52.3125,6.25,0.0,3
3089,70.6,0,10,19.4,51.2,0.0,0.0,3
3090,44.346666666666664,13,75,11.346666666666666,33.0,17.333333333333336,8.0,2
3091,63.3421052631579,0,38,17.657894736842106,45.68421052631579,0.0,0.0,3
3093,57.206896551724135,0,29,14.931034482758621,42.275862068965516,0.0,0.0,3
3094,65.36,0,25,18.64,46.72,0.0,0.0,3
3095,76.75,0,8,20.625,56.125,0.0,0.0,3
3096,54.611111111111114,4,18,17.055555555555557,37.55555555555556,22.22222222222222,4.0,3
3097,23.071428571428573,9,14,6.785714285714286,16.285714285714285,64.28571428571429,5.0,1
3098,65.66666666666667,1,15,20.933333333333334,44.733333333333334,6.666666666666667,1.0,3
3099,59.578947368421055,1,19,20.526315789473685,39.05263157894737,5.263157894736842,1.0,3
3100,49.38235294117647,1,34,18.529411764705884,30.852941176470587,2.941176470588235,1.0,3
3101,50.903225806451616,2,31,18.129032258064516,32.774193548387096,6.451612903225806,2.0,3
3102,49.38235294117647,9,34,15.823529411764707,33.55882352941177,26.47058823529412,8.0,2
3103,45.50847457627118,4,59,12.389830508474576,33.11864406779661,6.779661016949152,3.0,2
3105,69.0,0,15,19.933333333333334,49.06666666666667,0.0,0.0,3
3106,62.46666666666667,0,15,18.2,44.266666666666666,0.0,0.0,3
3107,68.3076923076923,0,13,18.076923076923077,50.23076923076923,0.0,0.0,3
3108,51.0,2,15,16.2,34.8,13.333333333333334,2.0,3
3109,69.0,0,13,18.23076923076923,50.76923076923077,0.0,0.0,3
3110,56.63157894736842,1,19,18.157894736842106,38.473684210526315,5.263157894736842,1.0,3
3111,72.6875,1,16,20.375,52.3125,6.25,1.0,3
3112,61.611111111111114,0,18,16.666666666666668,44.94444444444444,0.0,0.0,3
3113,68.05882352941177,0,17,20.235294117647058,47.8235294117647,0.0,0.0,3
3114,63.09090909090909,1,11,20.454545454545453,42.63636363636363,9.090909090909092,1.0,3
3115,51.76,3,25,17.76,34.0,12.0,3.0,3
3116,16.625,11,16,6.5,10.125,68.75,11.0,1
3118,63.75,1,16,20.1875,43.5625,6.25,1.0,3
3119,64.96666666666667,1,30,19.166666666666668,45.8,3.3333333333333335,1.0,3
3120,55.333333333333336,0,3,19.0,36.333333333333336,0.0,0.0,3
3121,43.0,6,41,11.390243902439025,31.609756097560975,14.634146341463413,3.0,2
3122,46.4,1,5,7.8,38.6,20.0,0.0,0
3123,62.9375,1,16,18.625,44.3125,6.25,1.0,3
3128,73.71428571428571,0,14,24.071428571428573,49.642857142857146,0.0,0.0,3
3129,37.125,15,56,10.446428571428571,26.678571428571427,26.785714285714285,4.0,2
3130,62.7,2,30,18.133333333333333,44.56666666666667,6.666666666666667,2.0,3
3131,46.666666666666664,1,48,9.666666666666666,37.0,2.083333333333333,1.0,3
3132,39.2,7,20,12.3,26.9,35.0,7.0,2
3133,53.84,2,25,15.28,38.56,8.0,2.0,3
3134,64.13333333333334,0,15,18.333333333333332,45.8,0.0,0.0,3
3135,26.055555555555557,8,18,8.11111111111111,17.944444444444443,44.44444444444444,3.0,2
3136,12.136363636363637,18,22,3.772727272727273,8.363636363636363,81.81818181818183,11.0,1
3137,55.23076923076923,2,65,14.338461538461539,40.89230769230769,3.076923076923077,2.0,3
3139,51.05882352941177,4,34,18.235294117647058,32.8235294117647,11.76470588235294,4.0,3
3140,73.41666666666667,0,12,21.5,51.916666666666664,0.0,0.0,3
3142,35.75,4,8,12.5,23.25,50.0,1.0,2
3143,63.666666666666664,0,21,19.333333333333332,44.333333333333336,0.0,0.0,3
3144,72.91666666666667,1,12,22.166666666666668,50.75,8.333333333333332,1.0,3
3145,55.0,1,18,16.833333333333332,38.166666666666664,5.555555555555555,1.0,3
3146,69.86666666666666,0,15,21.8,48.06666666666667,0.0,0.0,3
3147,51.0,2,47,16.085106382978722,34.91489361702128,4.25531914893617,1.0,3
3148,67.5,0,10,22.0,45.5,0.0,0.0,3
3149,78.8,0,10,23.7,55.1,0.0,0.0,3
3150,46.054054054054056,7,37,15.864864864864865,30.18918918918919,18.91891891891892,6.0,2
3151,66.95238095238095,0,21,20.761904761904763,46.19047619047619,0.0,0.0,3
3152,19.5,8,12,5.583333333333333,13.916666666666666,66.66666666666666,8.0,1
3153,64.425,2,40,17.475,46.95,5.0,2.0,3
3155,61.95238095238095,1,21,16.142857142857142,45.80952380952381,4.761904761904762,1.0,3
3156,67.0,1,13,20.23076923076923,46.76923076923077,7.6923076923076925,1.0,3
3157,64.21052631578948,1,19,19.789473684210527,44.421052631578945,5.263157894736842,1.0,3
3159,67.33333333333333,0,3,22.666666666666668,44.666666666666664,0.0,0.0,3
3160,52.61818181818182,4,55,15.854545454545455,36.763636363636365,7.2727272727272725,2.0,3
3161,75.0,0,10,23.5,51.5,0.0,0.0,3
3162,52.22222222222222,4,18,14.944444444444445,37.27777777777778,22.22222222222222,3.0,3
3163,16.53846153846154,9,13,5.769230769230769,10.76923076923077,69.23076923076923,5.0,1
3164,55.51851851851852,2,27,16.925925925925927,38.592592592592595,7.4074074074074066,2.0,3
3165,79.0,0,10,23.0,56.0,0.0,0.0,3
3166,47.08695652173913,2,23,15.91304347826087,31.17391304347826,8.695652173913043,2.0,3
3167,56.15384615384615,1,26,16.923076923076923,39.23076923076923,3.8461538461538463,1.0,3
3168,70.0,0,3,24.0,46.0,0.0,0.0,3
3169,80.875,0,8,23.0,57.875,0.0,0.0,3
3171,57.892857142857146,1,28,22.142857142857142,35.75,3.571428571428571,1.0,3
3172,57.52777777777778,0,36,16.833333333333332,40.69444444444444,0.0,0.0,3
3173,77.0,0,11,22.454545454545453,54.54545454545455,0.0,0.0,3
3174,59.148148148148145,0,27,14.074074074074074,45.074074074074076,0.0,0.0,3
3175,54.6551724137931,0,29,19.75862068965517,34.89655172413793,0.0,0.0,3
3176,55.85294117647059,3,34,16.470588235294116,39.38235294117647,8.823529411764707,3.0,3
3177,83.83333333333333,0,12,22.083333333333332,61.75,0.0,0.0,3
3179,65.625,2,16,15.625,50.0,12.5,2.0,3
3180,59.0,0,5,17.8,41.2,0.0,0.0,3
3181,24.42105263157895,12,19,7.947368421052632,16.473684210526315,63.1578947368421,1.0,1
3182,63.766666666666666,0,30,18.066666666666666,45.7,0.0,0.0,3
3183,51.827586206896555,2,29,18.379310344827587,33.44827586206897,6.896551724137931,2.0,3
3184,55.80281690140845,2,71,14.084507042253522,41.71830985915493,2.8169014084507045,2.0,3
3186,44.34615384615385,9,26,15.23076923076923,29.115384615384617,34.61538461538461,5.0,2
3187,50.51724137931034,3,29,15.137931034482758,35.37931034482759,10.344827586206897,3.0,3
3188,26.095238095238095,14,21,4.904761904761905,21.19047619047619,66.66666666666666,7.0,1
3189,62.65,0,20,22.4,40.25,0.0,0.0,3
3192,23.733333333333334,9,15,5.466666666666667,18.266666666666666,60.0,5.0,1
3193,93.0,0,1,38.0,55.0,0.0,0.0,3
3194,64.53846153846153,0,13,20.23076923076923,44.30769230769231,0.0,0.0,3
3196,41.51724137931034,8,29,12.137931034482758,29.379310344827587,27.586206896551722,5.0,2
3197,58.42307692307692,3,26,18.653846153846153,39.76923076923077,11.538461538461538,3.0,3
3199,0.0,10,10,0.0,0.0,100.0,0.0,1
3202,43.294117647058826,3,51,11.529411764705882,31.764705882352942,5.88235294117647,3.0,2
3203,79.0,0,24,21.708333333333332,57.291666666666664,0.0,0.0,3
3205,32.945945945945944,12,37,8.91891891891892,24.027027027027028,32.432432432432435,10.0,2
3206,41.42553191489362,7,47,9.425531914893616,32.0,14.893617021276595,5.0,2
3207,17.857142857142858,9,14,5.642857142857143,12.214285714285714,64.28571428571429,5.0,1
3209,34.388888888888886,9,18,11.61111111111111,22.77777777777778,50.0,5.0,2
3210,67.53333333333333,0,15,19.8,47.733333333333334,0.0,0.0,3
3211,48.325581395348834,6,43,14.581395348837209,33.74418604651163,13.953488372093023,5.0,2
3212,65.42857142857143,1,14,17.142857142857142,48.285714285714285,7.142857142857142,0.0,3
3213,39.588235294117645,6,17,12.588235294117647,27.0,35.294117647058826,6.0,2
3214,65.0,0,6,21.666666666666668,43.333333333333336,0.0,0.0,3
3215,56.68292682926829,1,41,17.78048780487805,38.90243902439025,2.4390243902439024,1.0,3
3216,49.945945945945944,9,37,13.702702702702704,36.24324324324324,24.324324324324326,5.0,2
3218,47.470588235294116,1,17,12.411764705882353,35.05882352941177,5.88235294117647,0.0,3
3219,44.04545454545455,9,44,14.522727272727273,29.522727272727273,20.454545454545457,5.0,2
3220,47.35087719298246,6,57,14.75438596491228,32.59649122807018,10.526315789473683,5.0,2
3221,43.57142857142857,6,35,13.971428571428572,29.6,17.142857142857142,4.0,2
3222,25.90909090909091,5,11,7.181818181818182,18.727272727272727,45.45454545454545,4.0,2
3224,53.13793103448276,8,29,15.655172413793103,37.48275862068966,27.586206896551722,5.0,2
3225,34.31818181818182,16,44,12.522727272727273,21.795454545454547,36.36363636363637,10.0,2
3227,42.43103448275862,7,58,11.120689655172415,31.310344827586206,12.068965517241379,7.0,2
3228,59.5,0,4,25.25,34.25,0.0,0.0,3
3229,69.0,0,1,27.0,42.0,0.0,0.0,3
3230,67.38888888888889,1,18,20.11111111111111,47.27777777777778,5.555555555555555,1.0,3
3232,52.75,0,4,19.0,33.75,0.0,0.0,3
3235,69.0,0,1,25.0,44.0,0.0,0.0,3
3236,75.0,0,1,28.0,47.0,0.0,0.0,3
3237,68.5625,0,16,18.9375,49.625,0.0,0.0,3
3238,46.5,0,6,22.166666666666668,24.333333333333332,0.0,0.0,3
3239,75.0,0,7,22.714285714285715,52.285714285714285,0.0,0.0,3
3240,59.25,0,12,22.25,37.0,0.0,0.0,3
3241,59.333333333333336,0,15,16.066666666666666,43.266666666666666,0.0,0.0,3
3242,80.0,0,1,0.0,80.0,0.0,0.0,0
3243,72.0,0,1,22.0,50.0,0.0,0.0,3
3244,44.666666666666664,1,6,21.0,23.666666666666668,16.666666666666664,1.0,3
3245,70.0,0,1,23.0,47.0,0.0,0.0,3
3258,55.285714285714285,1,7,24.571428571428573,30.714285714285715,14.285714285714285,1.0,3
3271,70.53846153846153,0,13,20.76923076923077,49.76923076923077,0.0,0.0,3
3272,51.125,4,32,16.84375,34.28125,12.5,4.0,3
3273,15.0,1,2,0.0,15.0,50.0,0.0,1
3275,36.549019607843135,13,51,7.882352941176471,28.666666666666668,25.49019607843137,11.0,2
3276,71.4,1,10,23.1,48.3,10.0,1.0,3
3277,54.26923076923077,2,26,17.846153846153847,36.42307692307692,7.6923076923076925,2.0,3
3282,59.125,0,16,21.6875,37.4375,0.0,0.0,3
3284,67.33333333333333,0,3,9.0,58.333333333333336,0.0,0.0,0
3285,79.0,0,10,19.8,59.2,0.0,0.0,3
3286,76.0,0,1,25.0,51.0,0.0,0.0,3
3287,54.75,0,20,20.0,34.75,0.0,0.0,3
3291,90.0,0,1,25.0,65.0,0.0,0.0,3
3292,61.0,0,1,20.0,41.0,0.0,0.0,3
3293,72.7,0,10,21.0,51.7,0.0,0.0,3
3295,59.75,0,4,18.25,41.5,0.0,0.0,3
3296,30.821428571428573,10,28,10.071428571428571,20.75,35.714285714285715,9.0,2
3298,50.58536585365854,0,41,15.292682926829269,35.292682926829265,0.0,0.0,3
3299,75.0,0,1,29.0,46.0,0.0,0.0,3
3303,42.854166666666664,11,48,12.6875,30.166666666666668,22.916666666666664,5.0,2
3304,63.785714285714285,0,14,20.714285714285715,43.07142857142857,0.0,0.0,3
3305,56.25,0,4,19.5,36.75,0.0,0.0,3
3306,73.875,0,8,22.375,51.5,0.0,0.0,3
3308,95.0,0,1,30.0,65.0,0.0,0.0,3
3309,55.42857142857143,0,7,23.0,32.42857142857143,0.0,0.0,3
3310,76.22222222222223,0,9,21.77777777777778,54.44444444444444,0.0,0.0,3
3311,77.22222222222223,0,9,22.666666666666668,54.55555555555556,0.0,0.0,3
3312,53.61904761904762,1,21,16.857142857142858,36.76190476190476,4.761904761904762,0.0,3
3314,67.5,1,16,20.3125,47.1875,6.25,1.0,3
3315,50.74285714285714,0,35,16.857142857142858,33.885714285714286,0.0,0.0,3
3316,54.6,0,5,21.2,33.4,0.0,0.0,3
3317,72.1,0,10,17.6,54.5,0.0,0.0,3
3318,69.5,0,10,18.4,51.1,0.0,0.0,3
3320,60.733333333333334,0,15,21.4,39.333333333333336,0.0,0.0,3
3321,0.0,7,7,0.0,0.0,100.0,0.0,1
3322,63.0,0,17,18.58823529411765,44.411764705882355,0.0,0.0,3
3325,38.392857142857146,6,28,10.5,27.892857142857142,21.428571428571427,4.0,2
3326,66.72727272727273,1,11,20.0,46.72727272727273,9.090909090909092,1.0,3
3329,73.5,0,8,21.5,52.0,0.0,0.0,3
3330,64.0,0,2,19.5,44.5,0.0,0.0,3
3331,77.44444444444444,1,9,25.0,52.44444444444444,11.11111111111111,1.0,3
3332,63.4,0,5,20.2,43.2,0.0,0.0,3
3334,72.0,0,3,13.0,59.0,0.0,0.0,0
3336,74.0,0,1,22.0,52.0,0.0,0.0,3
3338,57.84,0,25,16.68,41.16,0.0,0.0,3
3340,83.0,0,1,20.0,63.0,0.0,0.0,3
3341,62.3,0,10,21.5,40.8,0.0,0.0,3
3342,67.9375,0,16,17.875,50.0625,0.0,0.0,3
3345,53.3,0,10,22.0,31.3,0.0,0.0,3
3346,72.27272727272727,0,11,17.636363636363637,54.63636363636363,0.0,0.0,3
3348,41.05,1,20,13.1,27.95,5.0,1.0,3
3350,56.53846153846154,2,26,16.73076923076923,39.80769230769231,7.6923076923076925,2.0,3
3351,56.5,0,2,25.0,31.5,0.0,0.0,3
3352,84.27272727272727,1,11,26.727272727272727,57.54545454545455,9.090909090909092,1.0,3
3354,76.44444444444444,0,9,22.333333333333332,54.111111111111114,0.0,0.0,3
3356,65.6842105263158,0,19,18.210526315789473,47.473684210526315,0.0,0.0,3
3357,69.75,1,8,20.25,49.5,12.5,1.0,3
3360,52.4,4,30,17.066666666666666,35.333333333333336,13.333333333333334,4.0,3
3362,65.26315789473684,0,19,18.36842105263158,46.89473684210526,0.0,0.0,3
3364,68.54545454545455,0,11,18.90909090909091,49.63636363636363,0.0,0.0,3
3367,29.0,0,2,5.0,24.0,0.0,0.0,0
3370,75.66666666666667,0,9,21.22222222222222,54.44444444444444,0.0,0.0,3
3372,54.642857142857146,0,14,20.642857142857142,34.0,0.0,0.0,3
3373,65.63636363636364,0,11,18.363636363636363,47.27272727272727,0.0,0.0,3
3375,60.55,0,20,18.75,41.8,0.0,0.0,3
3376,45.416666666666664,2,36,14.61111111111111,30.805555555555557,5.555555555555555,2.0,3
3380,53.758620689655174,1,29,16.275862068965516,37.48275862068966,3.4482758620689653,1.0,3
3381,71.0,0,1,6.0,65.0,0.0,0.0,0
3382,64.73684210526316,0,19,19.42105263157895,45.31578947368421,0.0,0.0,3
3383,63.0,0,1,21.0,42.0,0.0,0.0,3
3385,55.458333333333336,2,24,16.833333333333332,38.625,8.333333333333332,2.0,3
3387,48.0,3,12,14.166666666666666,33.833333333333336,25.0,0.0,3
3389,54.81481481481482,1,27,16.444444444444443,38.370370370370374,3.7037037037037033,1.0,3
3390,62.166666666666664,0,18,15.666666666666666,46.5,0.0,0.0,3
3391,71.5,0,2,10.0,61.5,0.0,0.0,0
3392,70.45454545454545,0,11,15.454545454545455,55.0,0.0,0.0,3
3394,68.0,0,1,25.0,43.0,0.0,0.0,3
3395,62.0,0,1,20.0,42.0,0.0,0.0,3
3397,66.78571428571429,0,14,16.785714285714285,50.0,0.0,0.0,3
3399,64.88888888888889,0,18,18.833333333333332,46.05555555555556,0.0,0.0,3
3400,62.75,0,4,22.25,40.5,0.0,0.0,3
3401,70.81818181818181,0,11,18.818181818181817,52.0,0.0,0.0,3
3403,42.53488372093023,2,43,16.41860465116279,26.11627906976744,4.651162790697675,0.0,3
3404,72.0,0,1,29.0,43.0,0.0,0.0,3
3405,54.5,2,30,14.866666666666667,39.63333333333333,6.666666666666667,2.0,3
3406,60.388888888888886,0,18,20.88888888888889,39.5,0.0,0.0,3
3408,64.0,0,1,25.0,39.0,0.0,0.0,3
3409,69.0,0,1,23.0,46.0,0.0,0.0,3
3411,60.857142857142854,0,21,18.571428571428573,42.285714285714285,0.0,0.0,3
3413,52.486486486486484,0,37,16.91891891891892,35.567567567567565,0.0,0.0,3
3414,68.625,0,8,22.25,46.375,0.0,0.0,3
3415,66.31818181818181,0,22,16.772727272727273,49.54545454545455,0.0,0.0,3
3416,73.0,0,1,21.0,52.0,0.0,0.0,3
3417,0.7142857142857143,7,7,0.7142857142857143,0.0,100.0,2.0,1
3419,44.6764705882353,9,34,13.470588235294118,31.205882352941178,26.47058823529412,9.0,2
3421,61.0,2,21,21.047619047619047,39.95238095238095,9.523809523809524,2.0,3
3422,17.444444444444443,6,9,9.11111111111111,8.333333333333334,66.66666666666666,6.0,1
3423,57.275862068965516,1,29,18.20689655172414,39.06896551724138,3.4482758620689653,0.0,3
3424,69.36363636363636,0,11,21.727272727272727,47.63636363636363,0.0,0.0,3
3426,79.0,0,10,18.0,61.0,0.0,0.0,3
3428,60.75,0,20,21.35,39.4,0.0,0.0,3
3429,69.5,0,14,17.571428571428573,51.92857142857143,0.0,0.0,3
3430,40.93939393939394,9,33,12.727272727272727,28.21212121212121,27.27272727272727,3.0,2
3431,47.372093023255815,4,43,13.581395348837209,33.7906976744186,9.30232558139535,3.0,2
3435,78.33333333333333,0,12,18.083333333333332,60.25,0.0,0.0,3
3436,60.69230769230769,1,13,19.846153846153847,40.84615384615385,7.6923076923076925,1.0,3
3437,64.0,0,1,21.0,43.0,0.0,0.0,3
3438,65.0,0,1,20.0,45.0,0.0,0.0,3
3456,50.88095238095238,0,42,15.833333333333334,35.04761904761905,0.0,0.0,3
3458,30.9,1,10,3.5,27.4,10.0,1.0,0
3483,55.3448275862069,9,29,15.310344827586206,40.03448275862069,31.03448275862069,9.0,2
3484,73.5,0,8,18.625,54.875,0.0,0.0,3
3485,60.0,0,3,19.666666666666668,40.333333333333336,0.0,0.0,3
3487,58.23529411764706,0,17,18.88235294117647,39.35294117647059,0.0,0.0,3
3488,53.666666666666664,0,3,9.666666666666666,44.0,0.0,0.0,0
3490,32.22222222222222,4,18,12.38888888888889,19.833333333333332,22.22222222222222,3.0,2
3492,53.0,0,6,18.5,34.5,0.0,0.0,3
3495,44.45454545454545,2,11,21.0,23.454545454545453,18.181818181818183,2.0,3
3496,33.17391304347826,9,23,12.347826086956522,20.82608695652174,39.130434782608695,8.0,2
3498,64.75,0,4,24.25,40.5,0.0,0.0,3
3500,60.714285714285715,2,7,15.857142857142858,44.857142857142854,28.57142857142857,2.0,3
3503,52.833333333333336,0,54,16.14814814814815,36.68518518518518,0.0,0.0,3
3506,48.95454545454545,4,22,12.545454545454545,36.40909090909091,18.181818181818183,1.0,3
3508,44.5,0,2,17.0,27.5,0.0,0.0,3
3509,57.92307692307692,1,13,16.846153846153847,41.07692307692308,7.6923076923076925,1.0,3
3526,62.0,0,1,20.0,42.0,0.0,0.0,3
3555,63.0,0,1,23.0,40.0,0.0,0.0,3
3632,0.0,8,8,0.0,0.0,100.0,4.0,1
3635,0.0,8,8,0.0,0.0,100.0,4.0,1
3663,69.88888888888889,0,9,19.555555555555557,50.333333333333336,0.0,0.0,3
3664,54.75,2,20,19.05,35.7,10.0,2.0,3
3665,73.375,0,8,19.875,53.5,0.0,0.0,3
3666,79.0,0,8,18.5,60.5,0.0,0.0,3
3667,71.9,0,10,22.0,49.9,0.0,0.0,3
3668,61.92,0,25,19.28,42.64,0.0,0.0,3
3670,65.21428571428571,0,14,21.214285714285715,44.0,0.0,0.0,3
3671,70.08333333333333,0,12,19.666666666666668,50.416666666666664,0.0,0.0,3
3672,54.6551724137931,1,29,14.655172413793103,40.0,3.4482758620689653,1.0,3
3673,77.85714285714286,0,7,22.428571428571427,55.42857142857143,0.0,0.0,3
3674,89.42857142857143,0,7,23.428571428571427,66.0,0.0,0.0,3
3675,67.14285714285714,0,14,21.357142857142858,45.785714285714285,0.0,0.0,3
3676,60.94736842105263,0,19,18.57894736842105,42.36842105263158,0.0,0.0,3
3677,65.35714285714286,0,14,18.571428571428573,46.785714285714285,0.0,0.0,3
3678,73.625,0,8,19.75,53.875,0.0,0.0,3
3679,62.64705882352941,0,17,19.11764705882353,43.529411764705884,0.0,0.0,3
3680,74.5,0,4,18.25,56.25,0.0,0.0,3
3681,83.42857142857143,0,7,23.857142857142858,59.57142857142857,0.0,0.0,3
3682,45.609756097560975,2,41,15.878048780487806,29.73170731707317,4.878048780487805,1.0,3
3683,56.088235294117645,0,34,16.705882352941178,39.38235294117647,0.0,0.0,3
3684,64.11764705882354,0,17,18.352941176470587,45.76470588235294,0.0,0.0,3
3685,75.85714285714286,0,7,23.0,52.857142857142854,0.0,0.0,3
3686,74.85714285714286,0,7,22.571428571428573,52.285714285714285,0.0,0.0,3
3687,65.38461538461539,0,13,18.384615384615383,47.0,0.0,0.0,3
3688,79.125,0,8,19.75,59.375,0.0,0.0,3
3689,53.903225806451616,0,31,18.70967741935484,35.193548387096776,0.0,0.0,3
3690,86.14285714285714,0,7,24.285714285714285,61.857142857142854,0.0,0.0,3
3691,59.38095238095238,7,21,19.285714285714285,40.095238095238095,33.33333333333333,7.0,2
3693,65.33333333333333,0,12,19.166666666666668,46.166666666666664,0.0,0.0,3
3694,65.0,0,10,17.3,47.7,0.0,0.0,3
3695,74.85714285714286,0,7,20.571428571428573,54.285714285714285,0.0,0.0,3
3696,66.45454545454545,2,11,21.0,45.45454545454545,18.181818181818183,2.0,3
3697,46.06666666666667,2,45,17.066666666666666,29.0,4.444444444444445,2.0,3
3698,62.0,0,18,18.22222222222222,43.77777777777778,0.0,0.0,3
3699,41.90909090909091,0,33,12.545454545454545,29.363636363636363,0.0,0.0,3
3700,77.28571428571429,1,21,20.142857142857142,57.142857142857146,4.761904761904762,0.0,3
3702,66.6,0,20,19.45,47.15,0.0,0.0,3
3703,64.63636363636364,1,11,22.181818181818183,42.45454545454545,9.090909090909092,1.0,3
3704,85.0,0,9,18.555555555555557,66.44444444444444,0.0,0.0,3
3705,69.45454545454545,0,11,20.181818181818183,49.27272727272727,0.0,0.0,3
3706,71.55555555555556,0,9,19.666666666666668,51.888888888888886,0.0,0.0,3
3707,66.4,0,15,17.466666666666665,48.93333333333333,0.0,0.0,3
3709,67.93333333333334,0,15,19.733333333333334,48.2,0.0,0.0,3
3710,67.75,0,8,20.0,47.75,0.0,0.0,3
3711,48.666666666666664,9,33,15.303030303030303,33.36363636363637,27.27272727272727,9.0,2
3712,54.0625,3,16,16.125,37.9375,18.75,3.0,3
3713,58.5,0,14,17.5,41.0,0.0,0.0,3
3714,64.27272727272727,0,11,20.0,44.27272727272727,0.0,0.0,3
3715,80.85714285714286,0,7,23.857142857142858,57.0,0.0,0.0,3
3716,59.75,1,16,20.5,39.25,6.25,1.0,3
3717,69.77777777777777,0,9,21.555555555555557,48.22222222222222,0.0,0.0,3
3718,72.9,0,10,21.1,51.8,0.0,0.0,3
3719,84.42857142857143,0,7,23.0,61.42857142857143,0.0,0.0,3
3720,51.56521739130435,0,23,19.17391304347826,32.391304347826086,0.0,0.0,3
3722,67.4,0,10,21.2,46.2,0.0,0.0,3
3723,73.44444444444444,0,9,23.77777777777778,49.666666666666664,0.0,0.0,3
3724,62.4,0,20,18.85,43.55,0.0,0.0,3
3725,65.35714285714286,0,14,20.285714285714285,45.07142857142857,0.0,0.0,3
3726,57.0,3,21,20.095238095238095,36.904761904761905,14.285714285714285,2.0,3
3727,11.3,8,10,4.0,7.3,80.0,4.0,1
3728,83.375,0,8,22.125,61.25,0.0,0.0,3
3729,71.58333333333333,0,12,23.083333333333332,48.5,0.0,0.0,3
3730,39.743589743589745,12,39,13.179487179487179,26.564102564102566,30.76923076923077,3.0,2
3731,81.875,0,8,23.875,58.0,0.0,0.0,3
3732,0.0,7,7,0.0,0.0,100.0,0.0,1
3733,65.9,0,20,17.55,48.35,0.0,0.0,3
3735,65.38461538461539,0,13,15.846153846153847,49.53846153846154,0.0,0.0,3
3736,85.0,0,7,24.714285714285715,60.285714285714285,0.0,0.0,3
3737,67.35714285714286,0,14,19.214285714285715,48.142857142857146,0.0,0.0,3
3738,64.6,0,20,14.15,50.45,0.0,0.0,3
3739,79.125,0,8,23.25,55.875,0.0,0.0,3
3740,83.875,0,8,22.625,61.25,0.0,0.0,3
3741,58.78378378378378,0,37,17.7027027027027,41.08108108108108,0.0,0.0,3
3742,90.28571428571429,0,7,25.285714285714285,65.0,0.0,0.0,3
3743,30.302325581395348,12,43,8.44186046511628,21.86046511627907,27.906976744186046,12.0,2
3744,60.88461538461539,2,26,18.23076923076923,42.65384615384615,7.6923076923076925,0.0,3
3746,75.0,0,9,19.444444444444443,55.55555555555556,0.0,0.0,3
3747,43.84615384615385,8,52,12.75,31.096153846153847,15.384615384615385,8.0,2
3748,66.38461538461539,1,13,20.846153846153847,45.53846153846154,7.6923076923076925,1.0,3
3749,45.52173913043478,1,23,14.043478260869565,31.47826086956522,4.3478260869565215,1.0,3
3750,56.611111111111114,0,18,19.666666666666668,36.94444444444444,0.0,0.0,3
3751,61.470588235294116,0,17,19.235294117647058,42.23529411764706,0.0,0.0,3
3752,61.13793103448276,1,29,16.620689655172413,44.51724137931034,3.4482758620689653,1.0,3
3754,79.0,0,9,18.444444444444443,60.55555555555556,0.0,0.0,3
3755,67.26666666666667,0,15,16.2,51.06666666666667,0.0,0.0,3
3756,51.23076923076923,3,26,18.46153846153846,32.76923076923077,11.538461538461538,3.0,3
3757,75.42857142857143,0,7,19.0,56.42857142857143,0.0,0.0,3
3758,58.89473684210526,1,19,20.57894736842105,38.31578947368421,5.263157894736842,1.0,3
3759,13.833333333333334,8,12,1.6666666666666667,12.166666666666666,66.66666666666666,4.0,1
3760,36.6875,8,16,10.9375,25.75,50.0,4.0,2
3762,56.2962962962963,5,27,17.296296296296298,39.0,18.51851851851852,4.0,3
3763,77.625,0,8,22.125,55.5,0.0,0.0,3
3764,76.33333333333333,0,9,21.0,55.333333333333336,0.0,0.0,3
3766,62.91304347826087,2,23,18.695652173913043,44.21739130434783,8.695652173913043,2.0,3
3767,61.37931034482759,1,29,17.93103448275862,43.44827586206897,3.4482758620689653,0.0,3
3768,22.583333333333332,8,12,9.833333333333334,12.75,66.66666666666666,4.0,1
3770,68.07142857142857,0,14,16.285714285714285,51.785714285714285,0.0,0.0,3
3771,63.75,0,16,17.375,46.375,0.0,0.0,3
3772,69.46153846153847,0,13,22.076923076923077,47.38461538461539,0.0,0.0,3
3773,27.53846153846154,8,13,9.153846153846153,18.384615384615383,61.53846153846154,4.0,1
3775,64.88235294117646,1,17,18.764705882352942,46.11764705882353,5.88235294117647,1.0,3
3776,63.05882352941177,0,17,18.41176470588235,44.64705882352941,0.0,0.0,3
